algorithm,graph_type,graph_size,n_edges,time_elapsed
Fibbo_Dijkstra,sparse,100,291,0.0007943089985928964
Fibbo_Dijkstra,sparse,100,291,0.0007889170010457747
Fibbo_Dijkstra,sparse,100,291,0.0008093500000541098
Fibbo_Dijkstra,sparse,100,291,0.0007898960029706359
Fibbo_Dijkstra,sparse,100,291,0.0007954859975143336
Fibbo_Dijkstra,sparse,100,291,0.0007870440022088587
Fibbo_Dijkstra,sparse,100,291,0.0007878930009610485
Fibbo_Dijkstra,sparse,100,291,0.0008263810013886541
Fibbo_Dijkstra,sparse,100,291,0.0007893309993960429
Fibbo_Dijkstra,sparse,100,291,0.0007976550004968885
Fibbo_Dijkstra,sparse,100,291,0.0009161970010609366
Fibbo_Dijkstra,sparse,100,291,0.0008225339988712221
Fibbo_Dijkstra,sparse,100,291,0.0007902989964350127
Fibbo_Dijkstra,sparse,100,291,0.0009353839996038005
BMSSP,sparse,100,291,0.00024828700043144636
BMSSP,sparse,100,291,0.0002249469980597496
BMSSP,sparse,100,291,0.00022425300267059356
BMSSP,sparse,100,291,0.0002216829998360481
BMSSP,sparse,100,291,0.0002230099998996593
BMSSP,sparse,100,291,0.00022142599846119992
BMSSP,sparse,100,291,0.00021901999934925698
BMSSP,sparse,100,291,0.00022234599964576773
BMSSP,sparse,100,291,0.00021911000294494443
BMSSP,sparse,100,291,0.00022002900004736148
BMSSP,sparse,100,291,0.00022037700182409026
BMSSP,sparse,100,291,0.0002204000011261087
BMSSP,sparse,100,291,0.00022069699843996204
BMSSP,sparse,100,291,0.00022095799795351923
BMSSP,sparse,100,291,0.00022167499992065132
BMSSP,sparse,100,291,0.00022041599731892347
BMSSP,sparse,100,291,0.00026536099903751165
BMSSP,sparse,100,291,0.00020522900013020262
BMSSP,sparse,100,291,0.00020677400243584998
BMSSP,sparse,100,291,0.00020419799693627283
BMSSP,sparse,100,291,0.00020315700021455996
BMSSP,sparse,100,291,0.00020410100114531815
BMSSP,sparse,100,291,0.00020382100046845153
BMSSP,sparse,100,291,0.0002030969990300946
BMSSP,sparse,100,291,0.00020307000158936717
BMSSP,sparse,100,291,0.00020246999702067114
BMSSP,sparse,100,291,0.00020336200032033958
BMSSP,sparse,100,291,0.00020282300101825967
BMSSP,sparse,100,291,0.0002028579983743839
BMSSP,sparse,100,291,0.00020703299742308445
BMSSP,sparse,100,291,0.00022431799879996106
BMSSP,sparse,100,291,0.00020165800015092827
BMSSP,sparse,100,291,0.0002022459993895609
BMSSP,sparse,100,291,0.0002477189991623163
BMSSP,sparse,100,291,0.00020494799900916405
BMSSP,sparse,100,291,0.00020426700211828575
BMSSP,sparse,100,291,0.00020278000010875985
BMSSP,sparse,100,291,0.0002032490010606125
BMSSP,sparse,100,291,0.00020318300084909424
BMSSP,sparse,100,291,0.00020244999905116856
BMSSP,sparse,100,291,0.00020776400197064504
BMSSP,sparse,100,291,0.00024876899988157675
BMSSP,sparse,100,291,0.00022329599960357882
BMSSP,sparse,100,291,0.00022350099970935844
BMSSP,sparse,100,291,0.00022171199816511944
BMSSP,sparse,100,291,0.00022191500102053396
BMSSP,sparse,100,291,0.00022050400002626702
BMSSP,sparse,100,291,0.00022144300237414427
BMSSP,sparse,100,291,0.0003466079979261849
BMSSP,sparse,100,291,0.00022228799934964627
Trad_Dijkstra,dense,100,2995,0.0010387410002294928
Trad_Dijkstra,dense,100,2995,0.00106904700078303
Trad_Dijkstra,dense,100,2995,0.001041857001837343
Trad_Dijkstra,dense,100,2995,0.0010108930000569671
Trad_Dijkstra,dense,100,2995,0.0010057839972432703
Trad_Dijkstra,dense,100,2995,0.0010099179999087937
Trad_Dijkstra,dense,100,2995,0.001007655999273993
Trad_Dijkstra,dense,100,2995,0.0011196320010640193
Trad_Dijkstra,dense,100,2995,0.0010078610030177515
Trad_Dijkstra,dense,100,2995,0.00102843400236452
Trad_Dijkstra,dense,100,2995,0.0010054750018753111
Trad_Dijkstra,dense,100,2995,0.0010041610003099777
Trad_Dijkstra,dense,100,2995,0.0010011980011768173
Trad_Dijkstra,dense,100,2995,0.0010044760019809473
Trad_Dijkstra,dense,100,2995,0.001000951997411903
Trad_Dijkstra,dense,100,2995,0.0010030009980255272
Trad_Dijkstra,dense,100,2995,0.0010206709994236007
Trad_Dijkstra,dense,100,2995,0.001121815002989024
Trad_Dijkstra,dense,100,2995,0.001004146000923356
Trad_Dijkstra,dense,100,2995,0.0010078300001623575
Trad_Dijkstra,dense,100,2995,0.001015548001305433
Trad_Dijkstra,dense,100,2995,0.0010069540003314614
Trad_Dijkstra,dense,100,2995,0.0009996039989346173
Trad_Dijkstra,dense,100,2995,0.0010231020023638848
Trad_Dijkstra,dense,100,2995,0.0010005860021919943
Trad_Dijkstra,dense,100,2995,0.0010027110001828987
Trad_Dijkstra,dense,100,2995,0.0011071929984609596
Trad_Dijkstra,dense,100,2995,0.0010205120015598368
Trad_Dijkstra,dense,100,2995,0.0009997960005421191
Trad_Dijkstra,dense,100,2995,0.001006288999633398
Trad_Dijkstra,dense,100,2995,0.0011020060010196175
Trad_Dijkstra,dense,100,2995,0.0010825009994732682
Trad_Dijkstra,dense,100,2995,0.0010767530002340209
Trad_Dijkstra,dense,100,2995,0.0010804940029629506
Trad_Dijkstra,dense,100,2995,0.0010755980001704302
Trad_Dijkstra,dense,100,2995,0.0011872720024257433
Trad_Dijkstra,dense,100,2995,0.00107938599830959
Trad_Dijkstra,dense,100,2995,0.0011181890004081652
Trad_Dijkstra,dense,100,2995,0.0010734889983723406
Trad_Dijkstra,dense,100,2995,0.0010798610019264743
Trad_Dijkstra,dense,100,2995,0.0010867599994526245
